date,open_d-4,MA_d-4,RSI_d-4,MACD_d-4,trend_d-4,issue_news_d-4,negative_sentiment_news_d-4,neutral_sentiment_news_d-4,positive_sentiment_news_d-4,average_news_d-4,open_d-3,MA_d-3,RSI_d-3,MACD_d-3,trend_d-3,issue_news_d-3,negative_sentiment_news_d-3,neutral_sentiment_news_d-3,positive_sentiment_news_d-3,average_news_d-3,open_d-2,MA_d-2,RSI_d-2,MACD_d-2,trend_d-2,issue_news_d-2,negative_sentiment_news_d-2,neutral_sentiment_news_d-2,positive_sentiment_news_d-2,average_news_d-2,open_d-1,MA_d-1,RSI_d-1,MACD_d-1,trend_d-1,issue_news_d-1,negative_sentiment_news_d-1,neutral_sentiment_news_d-1,positive_sentiment_news_d-1,average_news_d-1,open_d0,MA_d0,RSI_d0,MACD_d0,trend_d0,issue_news_d0,negative_sentiment_news_d0,neutral_sentiment_news_d0,positive_sentiment_news_d0,average_news_d0,target_trend
2023-01-25,22666.0,20527.863999999998,89.89880777014862,951.6972082869445,1.0,8.0,0.0,3.0,5.0,0.625,22783.35,21011.873,90.17813493730691,1047.3016897028024,1.0,10.0,0.0,8.0,2.0,0.2,22706.02,21397.813,88.38852317564329,1135.69356893212,1.0,9.0,0.0,7.0,2.0,0.2222222222222222,22917.81,21696.593,89.0498161633068,1215.7215908565836,1.0,5.0,0.0,4.0,1.0,0.2,22631.94,21864.511,82.04228812955073,1278.9803435982465,1.0,14.0,0.0,6.0,8.0,0.5714285714285714,1
2023-01-26,22783.35,21011.873,90.17813493730691,1047.3016897028024,1.0,10.0,0.0,8.0,2.0,0.2,22706.02,21397.813,88.38852317564329,1135.69356893212,1.0,9.0,0.0,7.0,2.0,0.2222222222222222,22917.81,21696.593,89.0498161633068,1215.7215908565836,1.0,5.0,0.0,4.0,1.0,0.2,22631.94,21864.511,82.04228812955073,1278.9803435982465,1.0,14.0,0.0,6.0,8.0,0.5714285714285714,23060.42,22083.254,84.12303295882836,1332.3334081759733,1.0,7.0,0.0,5.0,2.0,0.2857142857142857,1
2023-01-27,22706.02,21397.813,88.38852317564329,1135.69356893212,1.0,9.0,0.0,7.0,2.0,0.2222222222222222,22917.81,21696.593,89.0498161633068,1215.7215908565836,1.0,5.0,0.0,4.0,1.0,0.2,22631.94,21864.511,82.04228812955073,1278.9803435982465,1.0,14.0,0.0,6.0,8.0,0.5714285714285714,23060.42,22083.254,84.12303295882836,1332.3334081759733,1.0,7.0,0.0,5.0,2.0,0.2857142857142857,23009.65,22265.654000000002,82.85904812359865,1372.8342604721136,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,1
2023-01-28,22917.81,21696.593,89.0498161633068,1215.7215908565836,1.0,5.0,0.0,4.0,1.0,0.2,22631.94,21864.511,82.04228812955073,1278.9803435982465,1.0,14.0,0.0,6.0,8.0,0.5714285714285714,23060.42,22083.254,84.12303295882836,1332.3334081759733,1.0,7.0,0.0,5.0,2.0,0.2857142857142857,23009.65,22265.654000000002,82.85904812359865,1372.8342604721136,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,23074.16,22459.841,83.21510785926188,1401.056725894818,1.0,6.0,0.0,5.0,1.0,0.16666666666666666,1
2023-01-29,22631.94,21864.511,82.04228812955073,1278.9803435982465,1.0,14.0,0.0,6.0,8.0,0.5714285714285714,23060.42,22083.254,84.12303295882836,1332.3334081759733,1.0,7.0,0.0,5.0,2.0,0.2857142857142857,23009.65,22265.654000000002,82.85904812359865,1372.8342604721136,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,23074.16,22459.841,83.21510785926188,1401.056725894818,1.0,6.0,0.0,5.0,1.0,0.16666666666666666,23021.4,22694.234,81.67339402828145,1416.068821355559,1.0,12.0,2.0,6.0,4.0,0.16666666666666666,1
2023-01-30,23060.42,22083.254,84.12303295882836,1332.3334081759733,1.0,7.0,0.0,5.0,2.0,0.2857142857142857,23009.65,22265.654000000002,82.85904812359865,1372.8342604721136,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,23074.16,22459.841,83.21510785926188,1401.056725894818,1.0,6.0,0.0,5.0,1.0,0.16666666666666666,23021.4,22694.234,81.67339402828145,1416.068821355559,1.0,12.0,2.0,6.0,4.0,0.16666666666666666,23743.37,22961.412,85.70123251680577,1430.3050564026412,1.0,14.0,0.0,11.0,3.0,0.21428571428571427,0
2023-01-31,23009.65,22265.654000000002,82.85904812359865,1372.8342604721136,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,23074.16,22459.841,83.21510785926188,1401.056725894818,1.0,6.0,0.0,5.0,1.0,0.16666666666666666,23021.4,22694.234,81.67339402828145,1416.068821355559,1.0,12.0,2.0,6.0,4.0,0.16666666666666666,23743.37,22961.412,85.70123251680577,1430.3050564026412,1.0,14.0,0.0,11.0,3.0,0.21428571428571427,22827.38,22977.55,65.4294354712914,1425.4346701933323,0.0,19.0,0.0,11.0,8.0,0.42105263157894735,0
2023-02-01,23074.16,22459.841,83.21510785926188,1401.056725894818,1.0,6.0,0.0,5.0,1.0,0.16666666666666666,23021.4,22694.234,81.67339402828145,1416.068821355559,1.0,12.0,2.0,6.0,4.0,0.16666666666666666,23743.37,22961.412,85.70123251680577,1430.3050564026412,1.0,14.0,0.0,11.0,3.0,0.21428571428571427,22827.38,22977.55,65.4294354712914,1425.4346701933323,0.0,19.0,0.0,11.0,8.0,0.42105263157894735,23125.13,23011.728,68.15042777674128,1410.3455110315754,0.0,16.0,1.0,10.0,5.0,0.25,0
2023-02-02,23021.4,22694.234,81.67339402828145,1416.068821355559,1.0,12.0,2.0,6.0,4.0,0.16666666666666666,23743.37,22961.412,85.70123251680577,1430.3050564026412,1.0,14.0,0.0,11.0,3.0,0.21428571428571427,22827.38,22977.55,65.4294354712914,1425.4346701933323,0.0,19.0,0.0,11.0,8.0,0.42105263157894735,23125.13,23011.728,68.15042777674128,1410.3455110315754,0.0,16.0,1.0,10.0,5.0,0.25,23731.41,23114.267,72.96470332898232,1396.100802212304,0.0,8.0,0.0,3.0,5.0,0.625,0
2023-02-03,23743.37,22961.412,85.70123251680577,1430.3050564026412,1.0,14.0,0.0,11.0,3.0,0.21428571428571427,22827.38,22977.55,65.4294354712914,1425.4346701933323,0.0,19.0,0.0,11.0,8.0,0.42105263157894735,23125.13,23011.728,68.15042777674128,1410.3455110315754,0.0,16.0,1.0,10.0,5.0,0.25,23731.41,23114.267,72.96470332898232,1396.100802212304,0.0,8.0,0.0,3.0,5.0,0.625,23489.33,23171.419,68.37912576531357,1376.0878685379087,0.0,8.0,0.0,3.0,5.0,0.625,0
2023-02-04,22827.38,22977.55,65.4294354712914,1425.4346701933323,0.0,19.0,0.0,11.0,8.0,0.42105263157894735,23125.13,23011.728,68.15042777674128,1410.3455110315754,0.0,16.0,1.0,10.0,5.0,0.25,23731.41,23114.267,72.96470332898232,1396.100802212304,0.0,8.0,0.0,3.0,5.0,0.625,23489.33,23171.419,68.37912576531357,1376.0878685379087,0.0,8.0,0.0,3.0,5.0,0.625,23431.9,23251.415,67.26481438208033,1349.4559896118076,0.0,3.0,1.0,2.0,0.0,-0.3333333333333333,0
2023-02-05,23125.13,23011.728,68.15042777674128,1410.3455110315754,0.0,16.0,1.0,10.0,5.0,0.25,23731.41,23114.267,72.96470332898232,1396.100802212304,0.0,8.0,0.0,3.0,5.0,0.625,23489.33,23171.419,68.37912576531357,1376.0878685379087,0.0,8.0,0.0,3.0,5.0,0.625,23431.9,23251.415,67.26481438208033,1349.4559896118076,0.0,3.0,1.0,2.0,0.0,-0.3333333333333333,23327.66,23278.139000000003,65.12448600886505,1315.3327996463206,0.0,9.0,0.0,6.0,3.0,0.3333333333333333,0
2023-02-06,23731.41,23114.267,72.96470332898232,1396.100802212304,0.0,8.0,0.0,3.0,5.0,0.625,23489.33,23171.419,68.37912576531357,1376.0878685379087,0.0,8.0,0.0,3.0,5.0,0.625,23431.9,23251.415,67.26481438208033,1349.4559896118076,0.0,3.0,1.0,2.0,0.0,-0.3333333333333333,23327.66,23278.139000000003,65.12448600886505,1315.3327996463206,0.0,9.0,0.0,6.0,3.0,0.3333333333333333,22932.91,23270.465000000004,57.43473451524934,1269.0070798431789,0.0,14.0,3.0,5.0,6.0,0.21428571428571427,0
2023-02-07,23489.33,23171.419,68.37912576531357,1376.0878685379087,0.0,8.0,0.0,3.0,5.0,0.625,23431.9,23251.415,67.26481438208033,1349.4559896118076,0.0,3.0,1.0,2.0,0.0,-0.3333333333333333,23327.66,23278.139000000003,65.12448600886505,1315.3327996463206,0.0,9.0,0.0,6.0,3.0,0.3333333333333333,22932.91,23270.465000000004,57.43473451524934,1269.0070798431789,0.0,14.0,3.0,5.0,6.0,0.21428571428571427,22762.52,23239.301,54.35651856354671,1211.8507247586094,0.0,13.0,0.0,7.0,6.0,0.46153846153846156,0
2023-02-08,23431.9,23251.415,67.26481438208033,1349.4559896118076,0.0,3.0,1.0,2.0,0.0,-0.3333333333333333,23327.66,23278.139000000003,65.12448600886505,1315.3327996463206,0.0,9.0,0.0,6.0,3.0,0.3333333333333333,22932.91,23270.465000000004,57.43473451524934,1269.0070798431789,0.0,14.0,3.0,5.0,6.0,0.21428571428571427,22762.52,23239.301,54.35651856354671,1211.8507247586094,0.0,13.0,0.0,7.0,6.0,0.46153846153846156,23242.42,23261.403,60.912354995931175,1155.796639166448,0.0,4.0,0.0,3.0,1.0,0.25,0
2023-02-09,23327.66,23278.139000000003,65.12448600886505,1315.3327996463206,0.0,9.0,0.0,6.0,3.0,0.3333333333333333,22932.91,23270.465000000004,57.43473451524934,1269.0070798431789,0.0,14.0,3.0,5.0,6.0,0.21428571428571427,22762.52,23239.301,54.35651856354671,1211.8507247586094,0.0,13.0,0.0,7.0,6.0,0.46153846153846156,23242.42,23261.403,60.912354995931175,1155.796639166448,0.0,4.0,0.0,3.0,1.0,0.25,22961.85,23183.251,55.71404680030063,1096.2612577107323,0.0,12.0,0.0,6.0,6.0,0.5,-1
2023-02-10,22932.91,23270.465000000004,57.43473451524934,1269.0070798431789,0.0,14.0,3.0,5.0,6.0,0.21428571428571427,22762.52,23239.301,54.35651856354671,1211.8507247586094,0.0,13.0,0.0,7.0,6.0,0.46153846153846156,23242.42,23261.403,60.912354995931175,1155.796639166448,0.0,4.0,0.0,3.0,1.0,0.25,22961.85,23183.251,55.71404680030063,1096.2612577107323,0.0,12.0,0.0,6.0,6.0,0.5,21797.83,23080.296000000002,39.98427141126533,1016.5949501086764,-1.0,8.0,1.0,6.0,1.0,0.0,-1
2023-02-11,22762.52,23239.301,54.35651856354671,1211.8507247586094,0.0,13.0,0.0,7.0,6.0,0.46153846153846156,23242.42,23261.403,60.912354995931175,1155.796639166448,0.0,4.0,0.0,3.0,1.0,0.25,22961.85,23183.251,55.71404680030063,1096.2612577107323,0.0,12.0,0.0,6.0,6.0,0.5,21797.83,23080.296000000002,39.98427141126533,1016.5949501086764,-1.0,8.0,1.0,6.0,1.0,0.0,21625.19,22930.302000000003,38.20666572513114,923.4158115880902,-1.0,6.0,0.0,4.0,2.0,0.3333333333333333,-1
2023-02-12,23242.42,23261.403,60.912354995931175,1155.796639166448,0.0,4.0,0.0,3.0,1.0,0.25,22961.85,23183.251,55.71404680030063,1096.2612577107323,0.0,12.0,0.0,6.0,6.0,0.5,21797.83,23080.296000000002,39.98427141126533,1016.5949501086764,-1.0,8.0,1.0,6.0,1.0,0.0,21625.19,22930.302000000003,38.20666572513114,923.4158115880902,-1.0,6.0,0.0,4.0,2.0,0.3333333333333333,21862.02,22743.363,42.12828454689097,828.3255297553443,-1.0,21.0,2.0,7.0,12.0,0.47619047619047616,-1
2023-02-13,22961.85,23183.251,55.71404680030063,1096.2612577107323,0.0,12.0,0.0,6.0,6.0,0.5,21797.83,23080.296000000002,39.98427141126533,1016.5949501086764,-1.0,8.0,1.0,6.0,1.0,0.0,21625.19,22930.302000000003,38.20666572513114,923.4158115880902,-1.0,6.0,0.0,4.0,2.0,0.3333333333333333,21862.02,22743.363,42.12828454689097,828.3255297553443,-1.0,21.0,2.0,7.0,12.0,0.47619047619047616,21782.37,22572.666999999998,41.15234066386419,733.8634793563391,-1.0,13.0,0.0,9.0,4.0,0.3076923076923077,0
2023-02-14,21797.83,23080.296000000002,39.98427141126533,1016.5949501086764,-1.0,8.0,1.0,6.0,1.0,0.0,21625.19,22930.302000000003,38.20666572513114,923.4158115880902,-1.0,6.0,0.0,4.0,2.0,0.3333333333333333,21862.02,22743.363,42.12828454689097,828.3255297553443,-1.0,21.0,2.0,7.0,12.0,0.47619047619047616,21782.37,22572.666999999998,41.15234066386419,733.8634793563391,-1.0,13.0,0.0,9.0,4.0,0.3076923076923077,21774.63,22406.94,41.0496636227282,642.9509385279309,0.0,10.0,1.0,4.0,5.0,0.4,0
2023-02-15,21625.19,22930.302000000003,38.20666572513114,923.4158115880902,-1.0,6.0,0.0,4.0,2.0,0.3333333333333333,21862.02,22743.363,42.12828454689097,828.3255297553443,-1.0,21.0,2.0,7.0,12.0,0.47619047619047616,21782.37,22572.666999999998,41.15234066386419,733.8634793563391,-1.0,13.0,0.0,9.0,4.0,0.3076923076923077,21774.63,22406.94,41.0496636227282,642.9509385279309,0.0,10.0,1.0,4.0,5.0,0.4,22199.84,22294.158,48.84113848172644,564.3475091124909,0.0,9.0,1.0,6.0,2.0,0.1111111111111111,0
2023-02-16,21862.02,22743.363,42.12828454689097,828.3255297553443,-1.0,21.0,2.0,7.0,12.0,0.47619047619047616,21782.37,22572.666999999998,41.15234066386419,733.8634793563391,-1.0,13.0,0.0,9.0,4.0,0.3076923076923077,21774.63,22406.94,41.0496636227282,642.9509385279309,0.0,10.0,1.0,4.0,5.0,0.4,22199.84,22294.158,48.84113848172644,564.3475091124909,0.0,9.0,1.0,6.0,2.0,0.1111111111111111,24322.87,22433.154,70.48360780133567,530.1651554942218,0.0,8.0,1.0,7.0,0.0,-0.125,0
2023-02-17,21782.37,22572.666999999998,41.15234066386419,733.8634793563391,-1.0,13.0,0.0,9.0,4.0,0.3076923076923077,21774.63,22406.94,41.0496636227282,642.9509385279309,0.0,10.0,1.0,4.0,5.0,0.4,22199.84,22294.158,48.84113848172644,564.3475091124909,0.0,9.0,1.0,6.0,2.0,0.1111111111111111,24322.87,22433.154,70.48360780133567,530.1651554942218,0.0,8.0,1.0,7.0,0.0,-0.125,23517.72,22508.674,59.81986785792408,511.56291543025077,0.0,9.0,0.0,5.0,4.0,0.4444444444444444,1
2023-02-18,21774.63,22406.94,41.0496636227282,642.9509385279309,0.0,10.0,1.0,4.0,5.0,0.4,22199.84,22294.158,48.84113848172644,564.3475091124909,0.0,9.0,1.0,6.0,2.0,0.1111111111111111,24322.87,22433.154,70.48360780133567,530.1651554942218,0.0,8.0,1.0,7.0,0.0,-0.125,23517.72,22508.674,59.81986785792408,511.56291543025077,0.0,9.0,0.0,5.0,4.0,0.4444444444444444,24568.24,22641.256,67.04748315596125,519.2956265536823,1.0,8.0,1.0,4.0,3.0,0.25,1
2023-02-19,22199.84,22294.158,48.84113848172644,564.3475091124909,0.0,9.0,1.0,6.0,2.0,0.1111111111111111,24322.87,22433.154,70.48360780133567,530.1651554942218,0.0,8.0,1.0,7.0,0.0,-0.125,23517.72,22508.674,59.81986785792408,511.56291543025077,0.0,9.0,0.0,5.0,4.0,0.4444444444444444,24568.24,22641.256,67.04748315596125,519.2956265536823,1.0,8.0,1.0,4.0,3.0,0.25,24632.05,22808.276,67.44273462919155,542.9636849002317,1.0,14.0,0.0,4.0,10.0,0.7142857142857143,1
2023-02-20,24322.87,22433.154,70.48360780133567,530.1651554942218,0.0,8.0,1.0,7.0,0.0,-0.125,23517.72,22508.674,59.81986785792408,511.56291543025077,0.0,9.0,0.0,5.0,4.0,0.4444444444444444,24568.24,22641.256,67.04748315596125,519.2956265536823,1.0,8.0,1.0,4.0,3.0,0.25,24632.05,22808.276,67.44273462919155,542.9636849002317,1.0,14.0,0.0,4.0,10.0,0.7142857142857143,24272.51,23055.744,62.731986271032035,568.4052166587163,1.0,21.0,0.0,11.0,10.0,0.47619047619047616,1
2023-02-21,23517.72,22508.674,59.81986785792408,511.56291543025077,0.0,9.0,0.0,5.0,4.0,0.4444444444444444,24568.24,22641.256,67.04748315596125,519.2956265536823,1.0,8.0,1.0,4.0,3.0,0.25,24632.05,22808.276,67.44273462919155,542.9636849002317,1.0,14.0,0.0,4.0,10.0,0.7142857142857143,24272.51,23055.744,62.731986271032035,568.4052166587163,1.0,21.0,0.0,11.0,10.0,0.47619047619047616,24843.89,23377.613999999998,66.8238069650467,601.4451637817097,1.0,9.0,2.0,4.0,3.0,0.1111111111111111,1
2023-02-22,24568.24,22641.256,67.04748315596125,519.2956265536823,1.0,8.0,1.0,4.0,3.0,0.25,24632.05,22808.276,67.44273462919155,542.9636849002317,1.0,14.0,0.0,4.0,10.0,0.7142857142857143,24272.51,23055.744,62.731986271032035,568.4052166587163,1.0,21.0,0.0,11.0,10.0,0.47619047619047616,24843.89,23377.613999999998,66.8238069650467,601.4451637817097,1.0,9.0,2.0,4.0,3.0,0.1111111111111111,24450.67,23636.479,61.64811738531365,629.8712311955966,1.0,3.0,0.0,2.0,1.0,0.3333333333333333,1
2023-02-23,24632.05,22808.276,67.44273462919155,542.9636849002317,1.0,14.0,0.0,4.0,10.0,0.7142857142857143,24272.51,23055.744,62.731986271032035,568.4052166587163,1.0,21.0,0.0,11.0,10.0,0.47619047619047616,24843.89,23377.613999999998,66.8238069650467,601.4451637817097,1.0,9.0,2.0,4.0,3.0,0.1111111111111111,24450.67,23636.479,61.64811738531365,629.8712311955966,1.0,3.0,0.0,2.0,1.0,0.3333333333333333,24182.21,23876.463,58.22703777066146,648.1965403149666,1.0,5.0,0.0,2.0,3.0,0.6,0
2023-02-24,24272.51,23055.744,62.731986271032035,568.4052166587163,1.0,21.0,0.0,11.0,10.0,0.47619047619047616,24843.89,23377.613999999998,66.8238069650467,601.4451637817097,1.0,9.0,2.0,4.0,3.0,0.1111111111111111,24450.67,23636.479,61.64811738531365,629.8712311955966,1.0,3.0,0.0,2.0,1.0,0.3333333333333333,24182.21,23876.463,58.22703777066146,648.1965403149666,1.0,5.0,0.0,2.0,3.0,0.6,23940.2,24093.019999999997,55.16093840891519,653.8917475971805,0.0,14.0,1.0,8.0,5.0,0.2857142857142857,0
2023-02-25,24843.89,23377.613999999998,66.8238069650467,601.4451637817097,1.0,9.0,2.0,4.0,3.0,0.1111111111111111,24450.67,23636.479,61.64811738531365,629.8712311955966,1.0,3.0,0.0,2.0,1.0,0.3333333333333333,24182.21,23876.463,58.22703777066146,648.1965403149666,1.0,5.0,0.0,2.0,3.0,0.6,23940.2,24093.019999999997,55.16093840891519,653.8917475971805,0.0,14.0,1.0,8.0,5.0,0.2857142857142857,23184.04,24191.44,46.63551123129236,637.8176568274141,0.0,8.0,1.0,4.0,3.0,0.25,0
2023-02-26,24450.67,23636.479,61.64811738531365,629.8712311955966,1.0,3.0,0.0,2.0,1.0,0.3333333333333333,24182.21,23876.463,58.22703777066146,648.1965403149666,1.0,5.0,0.0,2.0,3.0,0.6,23940.2,24093.019999999997,55.16093840891519,653.8917475971805,0.0,14.0,1.0,8.0,5.0,0.2857142857142857,23184.04,24191.44,46.63551123129236,637.8176568274141,0.0,8.0,1.0,4.0,3.0,0.25,23157.07,24074.86,46.35160558965048,607.0576161239328,0.0,10.0,2.0,2.0,6.0,0.4,0
2023-02-27,24182.21,23876.463,58.22703777066146,648.1965403149666,1.0,5.0,0.0,2.0,3.0,0.6,23940.2,24093.019999999997,55.16093840891519,653.8917475971805,0.0,14.0,1.0,8.0,5.0,0.2857142857142857,23184.04,24191.44,46.63551123129236,637.8176568274141,0.0,8.0,1.0,4.0,3.0,0.25,23157.07,24074.86,46.35160558965048,607.0576161239328,0.0,10.0,2.0,2.0,6.0,0.4,23554.85,24078.573,51.21829615273147,573.667939154433,0.0,12.0,1.0,6.0,5.0,0.3333333333333333,0
2023-02-28,23940.2,24093.019999999997,55.16093840891519,653.8917475971805,0.0,14.0,1.0,8.0,5.0,0.2857142857142857,23184.04,24191.44,46.63551123129236,637.8176568274141,0.0,8.0,1.0,4.0,3.0,0.25,23157.07,24074.86,46.35160558965048,607.0576161239328,0.0,10.0,2.0,2.0,6.0,0.4,23554.85,24078.573,51.21829615273147,573.667939154433,0.0,12.0,1.0,6.0,5.0,0.3333333333333333,23492.09,23970.958,50.416530509128464,538.0715947387552,0.0,19.0,1.0,10.0,8.0,0.3684210526315789,-1
2023-03-01,23184.04,24191.44,46.63551123129236,637.8176568274141,0.0,8.0,1.0,4.0,3.0,0.25,23157.07,24074.86,46.35160558965048,607.0576161239328,0.0,10.0,2.0,2.0,6.0,0.4,23554.85,24078.573,51.21829615273147,573.667939154433,0.0,12.0,1.0,6.0,5.0,0.3333333333333333,23492.09,23970.958,50.416530509128464,538.0715947387552,0.0,19.0,1.0,10.0,8.0,0.3684210526315789,23141.57,23821.909999999996,45.95257809943647,496.1394572270604,-1.0,17.0,0.0,13.0,4.0,0.23529411764705882,-1
